State,City,Date,Temperature (C),Humidity,Condition,Wind (kph),Rainfall (mm),Visibility (km),Timestamp,Min Temp (C),Max Temp (C),Avg Temp (C),Total Precipitation (mm)
Connecticut,Stamford,2024-12-05,1.5,78,Moderate or heavy sleet,42.5,36.72,7.9,2024-12-11 20:37:45,-0.8,2.8,1.5,36.72
Connecticut,Stamford,2024-12-06,-0.5,59,Overcast,33.1,0.0,10.0,2024-12-11 20:37:45,-2.5,1.7,-0.5,0.0
Connecticut,Stamford,2024-12-07,0.6,67,Sunny,23.0,0.0,10.0,2024-12-11 20:37:46,-2.7,4.6,0.6,0.0
Connecticut,Stamford,2024-12-08,3.7,66,Overcast,29.9,0.0,9.8,2024-12-11 20:37:46,1.2,7.9,3.7,0.0
Connecticut,Stamford,2024-12-09,4.0,93,Moderate or heavy rain shower,17.3,29.15,7.4,2024-12-11 20:37:46,0.6,8.1,4.0,29.15
Connecticut,Stamford,2024-12-10,8.4,95,Mist,14.0,0.0,6.8,2024-12-11 20:37:46,6.9,10.3,8.4,0.0
Connecticut,Stamford,2024-12-11,11.2,96,Light rain shower,42.1,74.57,8.2,2024-12-11 20:37:46,8.8,13.8,11.2,74.57
Delaware,Wilmington,2024-09-12,24.0,70,Patchy rain possible,23.0,0.43,10.0,2024-12-11 20:37:47,21.0,26.9,24.0,0.43
Delaware,Wilmington,2024-09-13,22.9,91,Moderate or heavy rain shower,21.2,45.83,8.7,2024-12-11 20:37:47,22.1,23.8,22.9,45.83
Delaware,Wilmington,2024-09-14,23.5,79,Light rain shower,29.2,2.45,10.0,2024-12-11 20:37:47,21.9,26.1,23.5,2.45
Delaware,Wilmington,2024-09-15,23.6,75,Patchy rain possible,29.5,2.04,9.9,2024-12-11 20:37:47,21.0,27.0,23.6,2.04
Delaware,Wilmington,2024-09-16,21.7,89,Moderate or heavy rain shower,43.6,77.02,8.9,2024-12-11 20:37:48,19.7,24.2,21.7,77.02
Delaware,Wilmington,2024-09-17,23.1,88,Overcast,10.4,0.0,10.0,2024-12-11 20:37:48,21.3,26.3,23.1,0.0
Delaware,Wilmington,2024-09-18,24.5,85,Fog,11.9,0.0,9.9,2024-12-11 20:37:48,20.0,29.5,24.5,0.0
Delaware,Wilmington,2024-09-19,24.6,83,Mist,8.6,0.0,8.1,2024-12-11 20:37:48,22.6,26.8,24.6,0.0
Delaware,Wilmington,2024-09-20,24.6,83,Mist,17.3,0.0,8.7,2024-12-11 20:37:48,20.7,28.1,24.6,0.0
Delaware,Wilmington,2024-09-21,24.5,74,Partly cloudy,15.1,0.0,10.0,2024-12-11 20:37:49,21.5,29.1,24.5,0.0
Delaware,Wilmington,2024-09-22,25.1,80,Moderate rain at times,13.0,7.51,9.9,2024-12-11 20:37:49,22.2,29.1,25.1,7.51
Delaware,Wilmington,2024-09-23,23.5,77,Cloudy,13.0,0.0,10.0,2024-12-11 20:37:49,19.9,27.7,23.5,0.0
Delaware,Wilmington,2024-09-24,25.7,84,Cloudy,14.0,0.0,10.0,2024-12-11 20:37:49,23.6,28.3,25.7,0.0
Delaware,Wilmington,2024-09-25,26.3,82,Cloudy,14.0,0.0,10.0,2024-12-11 20:37:49,24.5,29.5,26.3,0.0
Delaware,Wilmington,2024-09-26,26.1,82,Overcast,16.6,0.0,9.8,2024-12-11 20:37:50,25.0,27.8,26.1,0.0
Delaware,Wilmington,2024-09-27,26.5,87,Moderate or heavy rain shower,34.2,35.23,9.7,2024-12-11 20:37:50,25.8,27.3,26.5,35.23
Delaware,Wilmington,2024-09-28,27.1,78,Sunny,17.6,3.3,10.0,2024-12-11 20:37:52,24.7,30.8,27.1,3.3
Delaware,Wilmington,2024-09-29,25.7,90,Torrential rain shower,17.6,33.89,10.0,2024-12-11 20:37:52,22.9,29.1,25.7,33.89
Delaware,Wilmington,2024-09-30,25.3,89,Fog,16.9,0.0,9.8,2024-12-11 20:37:52,22.2,29.2,25.3,0.0
Delaware,Wilmington,2024-10-01,24.7,87,Fog,16.6,0.0,10.0,2024-12-11 20:37:53,23.3,27.0,24.7,0.0
Delaware,Wilmington,2024-10-02,23.9,75,Cloudy,16.2,0.0,10.0,2024-12-11 20:37:53,20.7,27.8,23.9,0.0
Delaware,Wilmington,2024-10-03,24.3,70,Sunny,16.6,0.01,10.0,2024-12-11 20:37:53,20.7,28.1,24.3,0.01
Delaware,Wilmington,2024-10-04,23.0,78,Cloudy,14.8,0.0,10.0,2024-12-11 20:37:53,20.1,25.4,23.0,0.0
Delaware,Wilmington,2024-10-05,25.1,68,Overcast,12.2,0.0,10.0,2024-12-11 20:37:53,21.9,29.4,25.1,0.0
Delaware,Wilmington,2024-10-06,23.3,71,Partly cloudy,12.2,0.0,10.0,2024-12-11 20:37:54,19.7,27.6,23.3,0.0
Delaware,Wilmington,2024-10-07,23.1,73,Partly cloudy,9.4,0.0,10.0,2024-12-11 20:37:54,19.4,27.5,23.1,0.0
Delaware,Wilmington,2024-10-08,21.6,76,Cloudy,18.0,0.0,10.0,2024-12-11 20:37:54,20.2,22.9,21.6,0.0
Delaware,Wilmington,2024-10-09,20.2,60,Overcast,15.8,0.0,10.0,2024-12-11 20:37:54,16.3,23.2,20.2,0.0
Delaware,Wilmington,2024-10-10,18.2,57,Overcast,24.1,0.0,10.0,2024-12-11 20:37:54,15.9,19.5,18.2,0.0
Delaware,Wilmington,2024-10-11,17.2,58,Sunny,17.3,0.0,10.0,2024-12-11 20:37:55,11.5,23.8,17.2,0.0
Delaware,Wilmington,2024-10-12,18.8,55,Sunny,9.0,0.0,10.0,2024-12-11 20:37:55,11.9,26.2,18.8,0.0
Delaware,Wilmington,2024-10-13,20.8,60,Sunny,18.4,0.0,10.0,2024-12-11 20:37:55,14.7,27.0,20.8,0.0
Delaware,Wilmington,2024-10-14,23.1,63,Partly cloudy,20.9,0.0,10.0,2024-12-11 20:37:55,19.3,28.0,23.1,0.0
Delaware,Wilmington,2024-10-15,17.0,47,Partly cloudy,11.9,0.0,10.0,2024-12-11 20:37:55,13.3,19.6,17.0,0.0
Delaware,Wilmington,2024-10-16,13.6,61,Overcast,22.7,0.0,10.0,2024-12-11 20:37:56,11.5,15.7,13.6,0.0
Delaware,Wilmington,2024-10-17,13.5,59,Sunny,18.0,0.0,10.0,2024-12-11 20:37:56,8.9,19.0,13.5,0.0
Delaware,Wilmington,2024-10-18,14.7,52,Sunny,16.2,0.0,10.0,2024-12-11 20:37:56,8.7,21.7,14.7,0.0
Delaware,Wilmington,2024-10-19,17.4,60,Sunny,16.6,0.0,10.0,2024-12-11 20:37:56,11.9,24.2,17.4,0.0
Delaware,Wilmington,2024-10-20,14.0,88,Mist,13.3,0.0,9.7,2024-12-11 20:37:56,12.6,16.6,14.0,0.0
Delaware,Wilmington,2024-10-21,18.0,69,Sunny,12.6,0.0,10.0,2024-12-11 20:37:57,12.4,24.7,18.0,0.0
Delaware,Wilmington,2024-10-22,20.3,68,Partly cloudy,15.8,0.0,10.0,2024-12-11 20:37:57,14.9,25.0,20.3,0.0
Delaware,Wilmington,2024-10-23,20.8,80,Mist,10.4,0.0,10.0,2024-12-11 20:37:57,18.1,24.2,20.8,0.0
Delaware,Wilmington,2024-10-24,20.5,60,Partly cloudy,15.1,0.0,10.0,2024-12-11 20:37:57,17.0,24.8,20.5,0.0
Delaware,Wilmington,2024-10-25,16.6,55,Sunny,11.5,0.0,10.0,2024-12-11 20:37:58,11.1,22.3,16.6,0.0
Delaware,Wilmington,2024-10-26,20.3,66,Sunny,11.9,1.35,9.9,2024-12-11 20:37:58,15.9,26.6,20.3,1.35
Delaware,Wilmington,2024-10-27,16.5,71,Patchy rain possible,19.8,0.8,9.9,2024-12-11 20:37:58,13.9,19.6,16.5,0.8
Delaware,Wilmington,2024-10-28,17.5,71,Sunny,18.4,0.0,10.0,2024-12-11 20:37:58,12.6,23.8,17.5,0.0
Delaware,Wilmington,2024-10-29,19.0,75,Cloudy,15.1,0.0,10.0,2024-12-11 20:37:58,16.4,21.9,19.0,0.0
Delaware,Wilmington,2024-10-30,20.9,82,Overcast,12.6,0.0,10.0,2024-12-11 20:37:59,18.9,23.0,20.9,0.0
Delaware,Wilmington,2024-10-31,20.8,80,Patchy rain possible,14.0,0.27,10.0,2024-12-11 20:37:59,17.6,24.3,20.8,0.27
Delaware,Wilmington,2024-11-01,21.5,77,Light rain shower,11.2,1.53,10.0,2024-12-11 20:37:59,18.9,25.0,21.5,1.53
Delaware,Wilmington,2024-11-02,17.2,57,Overcast,18.0,0.0,10.0,2024-12-11 20:38:00,13.5,20.1,17.2,0.0
Delaware,Wilmington,2024-11-03,15.4,66,Cloudy,19.8,0.0,10.0,2024-12-11 20:38:00,12.0,18.2,15.4,0.0
Delaware,Wilmington,2024-11-04,18.6,77,Cloudy,19.1,0.0,10.0,2024-12-11 20:38:01,15.2,22.4,18.6,0.0
Delaware,Wilmington,2024-11-05,21.6,80,Overcast,18.7,3.68,10.0,2024-12-11 20:38:01,19.9,22.9,21.6,3.68
Delaware,Wilmington,2024-11-06,22.2,82,Heavy rain at times,13.7,5.8,10.0,2024-12-11 20:38:01,20.9,24.5,22.2,5.8
Delaware,Wilmington,2024-11-07,21.3,91,Fog,6.8,0.29,10.0,2024-12-11 20:38:01,19.2,23.1,21.3,0.29
Delaware,Wilmington,2024-11-08,21.9,83,Patchy rain possible,10.8,0.04,10.0,2024-12-11 20:38:02,19.6,24.8,21.9,0.04
Delaware,Wilmington,2024-11-09,17.2,69,Overcast,19.8,1.91,10.0,2024-12-11 20:38:02,14.5,20.1,17.2,1.91
Delaware,Wilmington,2024-11-10,17.0,76,Cloudy,17.3,0.0,10.0,2024-12-11 20:38:02,13.3,20.7,17.0,0.0
Delaware,Wilmington,2024-11-11,22.5,82,Light rain shower,14.0,4.86,9.3,2024-12-11 20:38:02,20.9,24.7,22.5,4.86
Delaware,Wilmington,2024-11-12,18.2,70,Overcast,19.1,0.0,10.0,2024-12-11 20:38:02,14.6,21.7,18.2,0.0
Delaware,Wilmington,2024-11-13,13.0,63,Sunny,17.3,0.0,10.0,2024-12-11 20:38:03,8.4,17.8,13.0,0.0
Delaware,Wilmington,2024-11-14,14.2,79,Overcast,19.4,0.0,9.4,2024-12-11 20:38:03,10.9,17.3,14.2,0.0
Delaware,Wilmington,2024-11-15,12.8,83,Overcast,25.9,29.17,10.0,2024-12-11 20:38:03,11.3,16.3,12.8,29.17
Delaware,Wilmington,2024-11-16,13.5,71,Sunny,16.6,0.0,10.0,2024-12-11 20:38:03,10.1,17.9,13.5,0.0
Delaware,Wilmington,2024-11-17,13.5,67,Partly cloudy,7.2,0.0,10.0,2024-12-11 20:38:03,9.0,18.6,13.5,0.0
Delaware,Wilmington,2024-11-18,15.1,69,Partly cloudy,12.2,0.0,10.0,2024-12-11 20:38:04,9.6,21.5,15.1,0.0
Delaware,Wilmington,2024-11-19,16.7,66,Overcast,10.4,0.0,10.0,2024-12-11 20:38:04,12.5,22.2,16.7,0.0
Delaware,Wilmington,2024-11-20,18.8,87,Mist,16.2,0.0,8.2,2024-12-11 20:38:04,17.6,20.1,18.8,0.0
Delaware,Wilmington,2024-11-21,13.7,50,Partly cloudy,26.6,0.0,10.0,2024-12-11 20:38:04,9.3,17.6,13.7,0.0
Delaware,Wilmington,2024-11-22,8.6,47,Sunny,23.4,0.0,10.0,2024-12-11 20:38:05,5.4,12.3,8.6,0.0
Delaware,Wilmington,2024-11-23,10.0,55,Sunny,23.0,0.0,10.0,2024-12-11 20:38:05,4.9,16.1,10.0,0.0
Delaware,Wilmington,2024-11-24,12.4,64,Sunny,13.3,0.0,10.0,2024-12-11 20:38:05,6.5,18.8,12.4,0.0
Delaware,Wilmington,2024-11-25,15.3,65,Sunny,11.9,0.0,10.0,2024-12-11 20:38:05,9.9,21.5,15.3,0.0
Delaware,Wilmington,2024-11-26,16.7,78,Overcast,15.5,0.0,10.0,2024-12-11 20:38:05,14.2,19.8,16.7,0.0
Delaware,Wilmington,2024-11-27,14.8,64,Overcast,10.1,0.0,10.0,2024-12-11 20:38:06,12.2,16.7,14.8,0.0
Delaware,Wilmington,2024-11-28,18.8,82,Mist,27.7,0.0,8.4,2024-12-11 20:38:06,16.1,22.3,18.8,0.0
Delaware,Wilmington,2024-11-29,9.3,59,Overcast,19.1,0.0,10.0,2024-12-11 20:38:06,7.3,12.4,9.3,0.0
Delaware,Wilmington,2024-11-30,6.6,45,Sunny,13.7,0.0,10.0,2024-12-11 20:38:06,2.5,11.1,6.6,0.0
Delaware,Wilmington,2024-12-01,7.3,38,Overcast,12.2,0.0,10.0,2024-12-11 20:38:06,2.3,11.7,7.3,0.0
Delaware,Wilmington,2024-12-02,6.6,47,Sunny,15.5,0.0,10.0,2024-12-11 20:38:07,3.9,9.8,6.6,0.0
Delaware,Wilmington,2024-12-03,4.8,40,Overcast,18.0,0.0,10.0,2024-12-11 20:38:07,2.5,7.9,4.8,0.0
Delaware,Wilmington,2024-12-04,4.9,46,Sunny,15.8,0.0,10.0,2024-12-11 20:38:07,0.5,9.5,4.9,0.0
Delaware,Wilmington,2024-12-05,9.2,53,Overcast,27.7,0.0,10.0,2024-12-11 20:38:07,3.5,12.7,9.2,0.0
Delaware,Wilmington,2024-12-06,2.6,36,Sunny,19.1,0.0,10.0,2024-12-11 20:38:07,-1.3,7.5,2.6,0.0
Delaware,Wilmington,2024-12-07,3.7,34,Sunny,11.2,0.0,10.0,2024-12-11 20:38:08,-0.6,9.4,3.7,0.0
Delaware,Wilmington,2024-12-08,9.3,40,Partly cloudy,18.7,0.0,10.0,2024-12-11 20:38:08,4.2,14.6,9.3,0.0
Delaware,Wilmington,2024-12-09,13.1,60,Overcast,15.5,0.0,10.0,2024-12-11 20:38:08,10.9,16.1,13.1,0.0
Delaware,Wilmington,2024-12-10,18.0,82,Overcast,13.7,0.0,8.3,2024-12-11 20:38:08,16.7,19.8,18.0,0.0
Delaware,Wilmington,2024-12-11,16.1,90,Moderate or heavy rain shower,38.5,68.77,9.0,2024-12-11 20:38:08,9.2,18.5,16.1,68.77
Delaware,Dover,2024-09-12,20.1,73,Sunny,18.0,0.0,10.0,2024-12-11 20:38:09,16.4,24.7,20.1,0.0
Delaware,Dover,2024-09-13,21.2,79,Overcast,16.6,0.0,10.0,2024-12-11 20:38:09,18.1,25.1,21.2,0.0
Delaware,Dover,2024-09-14,21.4,74,Mist,20.9,0.0,8.7,2024-12-11 20:38:09,18.3,25.7,21.4,0.0
Delaware,Dover,2024-09-15,21.1,77,Sunny,21.2,0.0,10.0,2024-12-11 20:38:09,17.7,25.5,21.1,0.0
Delaware,Dover,2024-09-16,21.0,75,Patchy rain possible,32.0,1.06,10.0,2024-12-11 20:38:10,17.8,24.4,21.0,1.06
Delaware,Dover,2024-09-17,21.6,90,Overcast,28.8,4.1,9.5,2024-12-11 20:38:10,20.4,22.9,21.6,4.1
Delaware,Dover,2024-09-18,20.8,89,Overcast,26.3,0.0,7.7,2024-12-11 20:38:10,19.7,22.4,20.8,0.0
Delaware,Dover,2024-09-19,18.4,95,Light rain,29.5,29.47,9.0,2024-12-11 20:38:10,18.1,18.8,18.4,29.47
Delaware,Dover,2024-09-20,20.4,77,Overcast,23.4,0.0,10.0,2024-12-11 20:38:10,19.6,21.1,20.4,0.0
Delaware,Dover,2024-09-21,21.0,83,Moderate or heavy rain shower,24.5,26.99,9.8,2024-12-11 20:38:11,18.8,24.5,21.0,26.99
Delaware,Dover,2024-09-22,19.5,78,Thundery outbreaks possible,18.4,0.0,10.0,2024-12-11 20:38:11,18.1,20.9,19.5,0.0
Delaware,Dover,2024-09-23,19.3,77,Overcast,19.1,0.0,10.0,2024-12-11 20:38:11,17.6,21.7,19.3,0.0
Delaware,Dover,2024-09-24,19.1,88,Overcast,22.7,2.91,9.0,2024-12-11 20:38:11,18.3,20.1,19.1,2.91
Delaware,Dover,2024-09-25,21.3,96,Moderate or heavy rain shower,18.7,6.39,9.6,2024-12-11 20:38:12,19.9,22.0,21.3,6.39
Delaware,Dover,2024-09-26,23.4,89,Overcast,18.0,0.0,9.0,2024-12-11 20:38:12,21.4,26.8,23.4,0.0
Delaware,Dover,2024-09-27,22.2,95,Fog,20.2,4.96,5.8,2024-12-11 20:38:12,21.4,23.7,22.2,4.96
Delaware,Dover,2024-09-28,21.1,95,Light rain shower,22.0,52.87,8.7,2024-12-11 20:38:12,19.9,22.0,21.1,52.87
Delaware,Dover,2024-09-29,20.8,95,Mist,24.1,0.0,9.8,2024-12-11 20:38:12,19.8,21.7,20.8,0.0
Delaware,Dover,2024-09-30,19.2,90,Overcast,26.3,0.0,10.0,2024-12-11 20:38:13,18.5,19.8,19.2,0.0
Delaware,Dover,2024-10-01,18.5,87,Overcast,26.3,5.8,8.1,2024-12-11 20:38:13,17.8,18.9,18.5,5.8
Delaware,Dover,2024-10-02,18.7,78,Overcast,17.3,0.0,10.0,2024-12-11 20:38:13,17.1,20.6,18.7,0.0
Delaware,Dover,2024-10-03,18.5,79,Overcast,18.4,0.0,10.0,2024-12-11 20:38:13,17.0,20.9,18.5,0.0
Delaware,Dover,2024-10-04,20.4,80,Partly cloudy,20.5,0.0,10.0,2024-12-11 20:38:14,18.3,23.0,20.4,0.0
Delaware,Dover,2024-10-05,21.5,67,Partly cloudy,16.2,0.0,9.7,2024-12-11 20:38:14,18.1,26.2,21.5,0.0
Delaware,Dover,2024-10-06,18.3,72,Partly cloudy,22.7,0.0,10.0,2024-12-11 20:38:14,13.3,24.6,18.3,0.0
Delaware,Dover,2024-10-07,17.6,76,Thundery outbreaks possible,28.1,0.0,9.7,2024-12-11 20:38:14,14.1,23.0,17.6,0.0
Delaware,Dover,2024-10-08,14.9,64,Overcast,18.4,0.0,10.0,2024-12-11 20:38:15,10.5,21.0,14.9,0.0
Delaware,Dover,2024-10-09,16.1,62,Sunny,25.2,0.0,10.0,2024-12-11 20:38:15,11.0,22.2,16.1,0.0
Delaware,Dover,2024-10-10,12.9,59,Sunny,22.3,0.0,10.0,2024-12-11 20:38:15,8.7,17.9,12.9,0.0
Delaware,Dover,2024-10-11,13.5,64,Sunny,18.0,0.0,10.0,2024-12-11 20:38:15,7.3,20.7,13.5,0.0
Delaware,Dover,2024-10-12,17.9,66,Sunny,22.3,0.0,10.0,2024-12-11 20:38:15,11.1,25.5,17.9,0.0
Delaware,Dover,2024-10-13,21.0,65,Partly cloudy,35.6,0.0,10.0,2024-12-11 20:38:16,16.8,25.5,21.0,0.0
Delaware,Dover,2024-10-14,14.0,60,Overcast,37.1,0.0,10.0,2024-12-11 20:38:16,10.2,20.7,14.0,0.0
Delaware,Dover,2024-10-15,9.0,64,Overcast,23.0,0.0,10.0,2024-12-11 20:38:16,7.3,11.5,9.0,0.0
Delaware,Dover,2024-10-16,10.5,65,Sunny,24.5,0.0,10.0,2024-12-11 20:38:16,4.5,16.5,10.5,0.0
Delaware,Dover,2024-10-17,10.9,63,Sunny,22.0,0.0,10.0,2024-12-11 20:38:16,5.9,16.7,10.9,0.0
Delaware,Dover,2024-10-18,13.2,57,Sunny,21.2,0.0,10.0,2024-12-11 20:38:17,6.3,21.2,13.2,0.0
Delaware,Dover,2024-10-19,14.5,61,Sunny,12.6,0.0,10.0,2024-12-11 20:38:17,9.4,19.9,14.5,0.0
Delaware,Dover,2024-10-20,13.6,77,Fog,8.3,0.0,10.0,2024-12-11 20:38:17,6.9,19.7,13.6,0.0
Delaware,Dover,2024-10-21,14.9,71,Fog,10.1,0.0,10.0,2024-12-11 20:38:17,7.0,22.8,14.9,0.0
Delaware,Dover,2024-10-22,17.7,69,Sunny,13.7,0.0,10.0,2024-12-11 20:38:18,10.8,25.0,17.7,0.0
Delaware,Dover,2024-10-23,16.9,78,Cloudy,17.6,0.0,10.0,2024-12-11 20:38:18,12.3,23.5,16.9,0.0
Delaware,Dover,2024-10-24,14.2,70,Partly cloudy,29.2,0.0,10.0,2024-12-11 20:38:18,10.3,16.7,14.2,0.0
Delaware,Dover,2024-10-25,10.8,62,Sunny,18.4,0.0,10.0,2024-12-11 20:38:18,4.1,17.9,10.8,0.0
Delaware,Dover,2024-10-26,16.0,64,Patchy rain possible,30.6,0.09,10.0,2024-12-11 20:38:18,11.5,22.4,16.0,0.09
Delaware,Dover,2024-10-27,10.1,46,Cloudy,18.4,0.0,10.0,2024-12-11 20:38:19,7.5,13.6,10.1,0.0
Delaware,Dover,2024-10-28,10.6,56,Sunny,17.3,0.0,10.0,2024-12-11 20:38:19,5.7,16.7,10.6,0.0
Delaware,Dover,2024-10-29,12.6,73,Cloudy,16.2,0.0,10.0,2024-12-11 20:38:19,9.8,15.4,12.6,0.0
Delaware,Dover,2024-10-30,16.6,81,Fog,19.8,0.0,10.0,2024-12-11 20:38:19,10.7,23.3,16.6,0.0
Delaware,Dover,2024-10-31,19.3,73,Sunny,28.4,0.0,10.0,2024-12-11 20:38:20,13.9,25.2,19.3,0.0
Delaware,Dover,2024-11-01,16.6,75,Light rain,26.6,6.06,8.5,2024-12-11 20:38:20,10.9,19.7,16.6,6.06
Delaware,Dover,2024-11-02,10.8,66,Sunny,24.1,0.0,10.0,2024-12-11 20:38:20,6.9,14.3,10.8,0.0
Delaware,Dover,2024-11-03,8.8,58,Sunny,14.4,0.0,10.0,2024-12-11 20:38:20,4.4,12.6,8.8,0.0
Delaware,Dover,2024-11-04,12.1,79,Overcast,21.2,0.0,10.0,2024-12-11 20:38:21,9.1,14.3,12.1,0.0
Delaware,Dover,2024-11-05,16.9,87,Mist,24.8,0.0,7.3,2024-12-11 20:38:21,14.5,20.0,16.9,0.0
Delaware,Dover,2024-11-06,18.4,86,Overcast,30.6,0.0,10.0,2024-12-11 20:38:21,15.9,22.3,18.4,0.0
Delaware,Dover,2024-11-07,17.7,88,Fog,8.3,0.06,10.0,2024-12-11 20:38:21,15.6,21.0,17.7,0.06
Delaware,Dover,2024-11-08,16.4,78,Patchy rain possible,13.7,0.45,10.0,2024-12-11 20:38:21,15.1,17.8,16.4,0.45
Delaware,Dover,2024-11-09,10.1,51,Sunny,23.8,0.0,10.0,2024-12-11 20:38:22,6.1,13.7,10.1,0.0
Delaware,Dover,2024-11-10,10.6,62,Overcast,29.2,1.47,8.9,2024-12-11 20:38:22,5.6,14.5,10.6,1.47
Delaware,Dover,2024-11-11,16.9,82,Light rain shower,28.8,25.78,9.1,2024-12-11 20:38:22,13.8,21.1,16.9,25.78
Delaware,Dover,2024-11-12,10.7,65,Sunny,34.2,0.0,10.0,2024-12-11 20:38:22,6.3,13.5,10.7,0.0
Delaware,Dover,2024-11-13,5.8,60,Sunny,22.7,0.0,10.0,2024-12-11 20:38:23,1.2,10.4,5.8,0.0
Delaware,Dover,2024-11-14,8.5,73,Overcast,19.1,2.84,9.3,2024-12-11 20:38:23,5.9,11.2,8.5,2.84
Delaware,Dover,2024-11-15,9.4,54,Overcast,22.7,0.0,10.0,2024-12-11 20:38:23,6.2,12.8,9.4,0.0
Delaware,Dover,2024-11-16,9.4,74,Partly cloudy,29.9,0.0,10.0,2024-12-11 20:38:23,4.5,15.9,9.4,0.0
Delaware,Dover,2024-11-17,5.9,87,Overcast,19.1,0.0,10.0,2024-12-11 20:38:23,2.9,9.2,5.9,0.0
Delaware,Dover,2024-11-18,10.9,75,Partly cloudy,24.8,0.0,10.0,2024-12-11 20:38:24,5.1,17.7,10.9,0.0
Delaware,Dover,2024-11-19,11.0,61,Cloudy,13.7,0.0,10.0,2024-12-11 20:38:24,7.7,14.9,11.0,0.0
Delaware,Dover,2024-11-20,12.7,95,Fog,18.7,0.0,9.7,2024-12-11 20:38:24,11.4,13.7,12.7,0.0
Delaware,Dover,2024-11-21,9.8,66,Partly cloudy,40.3,28.27,9.9,2024-12-11 20:38:24,6.7,12.8,9.8,28.27
Delaware,Dover,2024-11-22,4.5,68,Cloudy,30.2,2.63,8.2,2024-12-11 20:38:24,2.1,6.0,4.5,2.63
Delaware,Dover,2024-11-23,6.8,77,Overcast,34.6,3.81,9.6,2024-12-11 20:38:25,2.5,10.7,6.8,3.81
Delaware,Dover,2024-11-24,9.1,70,Cloudy,32.8,0.0,10.0,2024-12-11 20:38:25,6.8,13.2,9.1,0.0
Delaware,Dover,2024-11-25,7.1,76,Partly cloudy,13.0,0.0,10.0,2024-12-11 20:38:25,2.5,11.4,7.1,0.0
Delaware,Dover,2024-11-26,10.9,79,Thundery outbreaks possible,26.6,0.0,9.3,2024-12-11 20:38:25,6.6,15.5,10.9,0.0
Delaware,Dover,2024-11-27,6.5,68,Overcast,14.0,0.0,10.0,2024-12-11 20:38:25,2.2,9.9,6.5,0.0
Delaware,Dover,2024-11-28,7.9,91,Moderate or heavy rain shower,23.4,32.65,8.4,2024-12-11 20:38:26,7.0,8.7,7.9,32.65
Delaware,Dover,2024-11-29,5.6,70,Partly cloudy,27.7,0.0,10.0,2024-12-11 20:38:26,1.8,9.6,5.6,0.0
Delaware,Dover,2024-11-30,1.3,60,Partly cloudy,26.6,0.0,10.0,2024-12-11 20:38:26,-0.7,3.4,1.3,0.0
Delaware,Dover,2024-12-01,2.4,60,Overcast,16.6,0.0,10.0,2024-12-11 20:38:26,-0.5,6.7,2.4,0.0
Delaware,Dover,2024-12-02,1.6,56,Sunny,18.7,0.0,10.0,2024-12-11 20:38:27,-2.4,6.0,1.6,0.0
Delaware,Dover,2024-12-03,1.3,63,Partly cloudy,24.8,0.0,10.0,2024-12-11 20:38:27,-1.8,4.8,1.3,0.0
Delaware,Dover,2024-12-04,1.5,63,Cloudy,38.2,0.0,10.0,2024-12-11 20:38:27,-2.6,5.8,1.5,0.0
Delaware,Dover,2024-12-05,2.9,55,Overcast,45.4,0.0,9.4,2024-12-11 20:38:27,-0.7,4.8,2.9,0.0
Delaware,Dover,2024-12-06,-0.1,58,Partly cloudy,32.8,0.0,10.0,2024-12-11 20:38:27,-2.2,2.5,-0.1,0.0
Delaware,Dover,2024-12-07,0.7,58,Sunny,23.8,0.0,10.0,2024-12-11 20:38:28,-2.1,4.8,0.7,0.0
Delaware,Dover,2024-12-08,5.2,57,Overcast,25.9,0.0,10.0,2024-12-11 20:38:28,0.8,10.7,5.2,0.0
Delaware,Dover,2024-12-09,6.2,90,Moderate or heavy rain shower,19.4,10.06,8.3,2024-12-11 20:38:28,3.6,8.8,6.2,10.06
Delaware,Dover,2024-12-10,7.7,95,Fog,24.1,0.0,6.7,2024-12-11 20:38:28,3.2,12.1,7.7,0.0
Delaware,Dover,2024-12-11,10.0,95,Moderate or heavy rain shower,40.3,102.41,8.2,2024-12-11 20:38:28,6.0,13.5,10.0,102.41
Delaware,Newark,2024-09-12,21.5,59,Sunny,14.4,0.0,10.0,2024-12-11 20:38:29,17.6,25.8,21.5,0.0
Delaware,Newark,2024-09-13,22.4,53,Sunny,12.6,0.0,10.0,2024-12-11 20:38:29,17.7,27.9,22.4,0.0
Delaware,Newark,2024-09-14,23.3,57,Sunny,15.1,0.0,10.0,2024-12-11 20:38:29,19.3,28.5,23.3,0.0
Delaware,Newark,2024-09-15,22.6,62,Partly cloudy,16.2,0.0,10.0,2024-12-11 20:38:29,19.6,26.6,22.6,0.0
Delaware,Newark,2024-09-16,21.5,59,Overcast,16.6,0.01,10.0,2024-12-11 20:38:30,18.0,25.3,21.5,0.01
Delaware,Newark,2024-09-17,19.4,87,Overcast,17.3,0.0,10.0,2024-12-11 20:38:30,17.6,20.9,19.4,0.0
Delaware,Newark,2024-09-18,20.0,83,Mist,16.2,0.0,9.5,2024-12-11 20:38:30,17.8,21.9,20.0,0.0
Delaware,Newark,2024-09-19,20.6,79,Overcast,23.8,15.7,9.3,2024-12-11 20:38:30,19.1,22.6,20.6,15.7
Delaware,Newark,2024-09-20,20.0,77,Overcast,21.2,0.0,10.0,2024-12-11 20:38:30,18.3,21.0,20.0,0.0
